"id","technicianId","inspectedAt","createdAt","deviceId","gateId","taskId","inspectionStatus","deviceCode","deviceName","serialNumber","ipAddress","gateCluster","gateBuilding","gateZone","gateDirection","issueReason","notes"
"4633","51","""2026-07-27T13:32:10.244Z""","""2026-07-27T13:32:10.244Z""","919","","","OK","781","Morpho md","2143SMP0000633","10.254.210.208","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4634","51","""2026-07-27T13:32:36.468Z""","""2026-07-27T13:32:36.468Z""","920","","","OK","782","Morpho md","2111SMP0002241","10.254.210.209","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4635","51","""2026-07-27T13:33:35.957Z""","""2026-07-27T13:33:35.957Z""","921","","","OK","783","Morpho md","2120SMP0000179","10.254.210.210","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4636","51","""2026-07-27T13:33:57.889Z""","""2026-07-27T13:33:57.889Z""","922","","","OK","784","Morpho md","2142SMP0000894","10.254.210.211","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4637","51","""2026-07-27T13:34:18.273Z""","""2026-07-27T13:34:18.273Z""","923","","","OK","785","Morpho md","2125SMP0002556","10.254.210.212","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4638","51","""2026-07-27T13:34:35.669Z""","""2026-07-27T13:34:35.669Z""","924","","","OK","786","Morpho md","2223SMP0000223","10.254.210.213","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4639","51","""2026-07-27T13:34:57.054Z""","""2026-07-27T13:34:57.054Z""","925","","","OK","787","Morpho md","2120SMP0000360","10.254.210.214","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4640","51","""2026-07-27T13:35:15.525Z""","""2026-07-27T13:35:15.525Z""","926","","","OK","788","Morpho md","2136SMP0000550","10.254.210.215","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4641","51","""2026-07-27T13:36:57.712Z""","""2026-07-27T13:36:57.712Z""","1041","","","OK","912","Morpho md","2143SMP0001270","10.254.210.220","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4642","51","""2026-07-27T13:37:16.948Z""","""2026-07-27T13:37:16.948Z""","1040","","","OK","911","Morpho md","2111SMP0002500","10.254.210.219","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
